func	prec	M	N	time[sec]	perf[GFLOPS] 
mscal(Dense)	float	1000	1000	0.000655088	1.52651	12.2121	
mscal(Dense)	float	2000	2000	9.82922e-05	40.695	325.56	
mscal(Dense)	float	3000	3000	0.000226437	39.7461	317.969	
mscal(Dense)	float	4000	4000	0.00550992	2.90386	23.2308	
mscal(Dense)	float	5000	5000	0.0106208	2.35387	18.831	
mscal(Dense)	float	6000	6000	0.0157459	2.28631	18.2905	
mscal(Dense)	float	7000	7000	0.0214238	2.28717	18.2974	
mscal(Dense)	float	8000	8000	0.0285371	2.2427	17.9416	
mscal(Dense)	float	9000	9000	0.0139777	5.79493	46.3594	
mscal(Dense)	float	10000	10000	0.0442948	2.2576	18.0608	
mscal(Dense)	double	1000	1000	4.96536e-05	20.1395	322.232	
mscal(Dense)	double	2000	2000	0.000186746	21.4195	342.712	
mscal(Dense)	double	3000	3000	0.00682015	1.31962	21.1139	
mscal(Dense)	double	4000	4000	0.0138681	1.15373	18.4597	
mscal(Dense)	double	5000	5000	0.0220656	1.13298	18.1277	
mscal(Dense)	double	6000	6000	0.0320928	1.12175	17.9479	
mscal(Dense)	double	7000	7000	0.0438506	1.11743	17.8789	
mscal(Dense)	double	8000	8000	0.0463926	1.37953	22.0725	
mscal(Dense)	double	9000	9000	0.0514753	1.57357	25.1771	
mscal(Dense)	double	10000	10000	0.0842336	1.18717	18.9948	
