func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
tanh	float	1000	0.00176481	0.000566633	0.00453307	
tanh	float	10000	4.87149e-05	0.205276	1.64221	
tanh	float	100000	0.000592717	0.168714	1.34972	
tanh	float	1000000	0.000291476	3.43082	27.4465	
tanh	float	10000000	0.00262509	3.8094	30.4752	
tanh	float	100000000	0.0367299	2.72258	21.7806	
tanh	double	1000	1.30481e-05	0.0766395	1.22623	
tanh	double	10000	1.64476e-05	0.607991	9.72786	
tanh	double	100000	0.00146997	0.0680288	1.08846	
tanh	double	1000000	0.000460973	2.16932	34.7092	
tanh	double	10000000	0.00739608	1.35207	21.6331	
tanh	double	100000000	0.0759982	1.31582	21.0531	
