func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sum	float	1000	0.000934374	0.00107024	0.00428094	
sum	float	10000	0.000941053	0.0106264	0.0425056	
sum	float	100000	0.00103117	0.096977	0.387908	
sum	float	1000000	0.00194353	0.514527	2.05811	
sum	float	10000000	0.011046	0.905306	3.62122	
sum	float	100000000	0.0827147	1.20897	4.8359	
sum	double	1000	0.000725029	0.00137925	0.011034	
sum	double	10000	0.00073617	0.0135838	0.10867	
sum	double	100000	0.000851756	0.117405	0.939236	
sum	double	1000000	0.0019806	0.504898	4.03918	
sum	double	10000000	0.013194	0.757923	6.06338	
sum	double	100000000	0.1259	0.794283	6.35426	
