func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
matadd(Dense,Dense,Dense)	Dense	float	1000	1000	0.0006462	1.54751	18.5701
matadd(Dense,Dense,Dense)	Dense	float	2000	2000	0.00222271	1.79961	21.5953
matadd(Dense,Dense,Dense)	Dense	float	3000	3000	0.0109859	0.819231	9.83077
matadd(Dense,Dense,Dense)	Dense	float	4000	4000	0.0196587	0.813888	9.76666
matadd(Dense,Dense,Dense)	Dense	float	5000	5000	0.0322743	0.77461	9.29532
matadd(Dense,Dense,Dense)	Dense	float	6000	6000	0.0345764	1.04117	12.4941
matadd(Dense,Dense,Dense)	Dense	float	7000	7000	0.0494032	0.991839	11.9021
matadd(Dense,Dense,Dense)	Dense	float	8000	8000	0.0639644	1.00056	12.0067
matadd(Dense,Dense,Dense)	Dense	float	9000	9000	0.0640183	1.26526	15.1832
matadd(Dense,Dense,Dense)	Dense	float	10000	10000	0.0774928	1.29044	15.4853
matadd(Dense,Dense,Dense)	Dense	double	1000	1000	8.80344e-05	11.3592	272.621
matadd(Dense,Dense,Dense)	Dense	double	2000	2000	0.00549425	0.728033	17.4728
matadd(Dense,Dense,Dense)	Dense	double	3000	3000	0.017405	0.517093	12.4102
matadd(Dense,Dense,Dense)	Dense	double	4000	4000	0.0425551	0.375983	9.0236
matadd(Dense,Dense,Dense)	Dense	double	5000	5000	0.0607941	0.411224	9.86938
matadd(Dense,Dense,Dense)	Dense	double	6000	6000	0.0845873	0.425596	10.2143
matadd(Dense,Dense,Dense)	Dense	double	7000	7000	0.0937626	0.522597	12.5423
matadd(Dense,Dense,Dense)	Dense	double	8000	8000	0.080851	0.79158	18.9979
matadd(Dense,Dense,Dense)	Dense	double	9000	9000	0.102247	0.792199	19.0128
matadd(Dense,Dense,Dense)	Dense	double	10000	10000	0.0972747	1.02802	24.6724
