func	kind	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
nrm2	vector	float	1000	2.36533e-07	8.45547	16.9109
nrm2	vector	float	10000	2.11053e-06	9.47628	18.9526
nrm2	vector	float	100000	3.98361e-05	5.02057	10.0411
nrm2	vector	float	1000000	8.71894e-05	22.9386	45.8771
nrm2	vector	float	10000000	0.000844936	23.6704	47.3409
nrm2	vector	float	100000000	0.0347581	5.75406	11.5081
nrm2	vector	double	1000	4.53133e-07	4.41371	17.6548
nrm2	vector	double	10000	7.1215e-06	2.8084	11.2336
nrm2	vector	double	100000	7.16551e-05	2.79115	11.1646
nrm2	vector	double	1000000	3.1814e-05	62.8655	251.462
nrm2	vector	double	10000000	0.0072489	2.75904	11.0362
nrm2	vector	double	100000000	0.0553268	3.61488	14.4595
