func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
sm_mul(Dense,Dense)	Dense	float	1000	1000	0.000164498	6.0791	48.6328
sm_mul(Dense,Dense)	Dense	float	2000	2000	0.000128344	31.1663	249.331
sm_mul(Dense,Dense)	Dense	float	3000	3000	0.00490262	1.83575	14.686
sm_mul(Dense,Dense)	Dense	float	4000	4000	0.0111355	1.43684	11.4948
sm_mul(Dense,Dense)	Dense	float	5000	5000	0.0166289	1.50341	12.0273
sm_mul(Dense,Dense)	Dense	float	6000	6000	0.0266844	1.3491	10.7928
sm_mul(Dense,Dense)	Dense	float	7000	7000	0.0369134	1.32743	10.6194
sm_mul(Dense,Dense)	Dense	float	8000	8000	0.0429793	1.48909	11.9127
sm_mul(Dense,Dense)	Dense	float	9000	9000	0.031945	2.53561	20.2848
sm_mul(Dense,Dense)	Dense	float	10000	10000	0.0593222	1.68571	13.4857
sm_mul(Dense,Dense)	Dense	double	1000	1000	6.23122e-05	16.0482	256.772
sm_mul(Dense,Dense)	Dense	double	2000	2000	0.00347349	1.15158	18.4253
sm_mul(Dense,Dense)	Dense	double	3000	3000	0.0126545	0.711207	11.3793
sm_mul(Dense,Dense)	Dense	double	4000	4000	0.014422	1.10941	17.7506
sm_mul(Dense,Dense)	Dense	double	5000	5000	0.0358376	0.697591	11.1615
sm_mul(Dense,Dense)	Dense	double	6000	6000	0.0528614	0.681026	10.8964
sm_mul(Dense,Dense)	Dense	double	7000	7000	0.0560309	0.874518	13.9923
sm_mul(Dense,Dense)	Dense	double	8000	8000	0.0590202	1.08438	17.35
sm_mul(Dense,Dense)	Dense	double	9000	9000	0.113696	0.712428	11.3988
sm_mul(Dense,Dense)	Dense	double	10000	10000	0.131467	0.760648	12.1704
