func	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
mscal(Dense)	float	1000	1000	0.000723244	1.38266	11.0613
mscal(Dense)	float	2000	2000	9.98299e-05	40.0682	320.545
mscal(Dense)	float	3000	3000	0.000277053	32.4847	259.878
mscal(Dense)	float	4000	4000	0.00546684	2.92674	23.4139
mscal(Dense)	float	5000	5000	0.0106675	2.34357	18.7486
mscal(Dense)	double	1000	1000	5.81345e-05	17.2015	275.224
mscal(Dense)	double	2000	2000	0.000206601	19.361	309.776
mscal(Dense)	double	3000	3000	0.00676577	1.33023	21.2836
mscal(Dense)	double	4000	4000	0.0137767	1.16138	18.5821
mscal(Dense)	double	5000	5000	0.022034	1.13461	18.1538
