func	prec	M	N	time[sec]	perf[GFLOPS]
matvec(Dense)	float	1000	1000	0.0162528	0.123055
matvec(Dense)	float	2000	2000	0.000686422	11.6546
matvec(Dense)	float	3000	3000	0.000900361	19.992
matvec(Dense)	float	4000	4000	0.00120956	26.4559
matvec(Dense)	float	5000	5000	0.00153877	32.4934
matvec(Dense)	double	1000	1000	0.000575571	3.47481
matvec(Dense)	double	2000	2000	0.000847035	9.44471
matvec(Dense)	double	3000	3000	0.00122348	14.7121
matvec(Dense)	double	4000	4000	0.00182156	17.5674
matvec(Dense)	double	5000	5000	0.00248624	20.1106
