func	prec	M	N	time[sec]	perf[GFLOPS]
m_tanh(CRS)	float	1000	1000	0.00166042	0.0487829
m_tanh(CRS)	float	2000	2000	0.000103298	1.56827
m_tanh(CRS)	float	4000	4000	0.000189105	1.71334
m_tanh(CRS)	float	8000	8000	0.000359401	1.803
m_tanh(CRS)	float	16000	16000	0.000694159	1.86701
m_tanh(CRS)	float	32000	32000	0.00134596	1.92576
m_tanh(CRS)	float	64000	64000	0.00273367	1.89635
m_tanh(CRS)	double	1000	1000	9.3245e-05	0.868679
m_tanh(CRS)	double	2000	2000	0.000158486	1.02217
m_tanh(CRS)	double	4000	4000	0.000301946	1.07304
m_tanh(CRS)	double	8000	8000	0.000615658	1.05253
m_tanh(CRS)	double	16000	16000	0.0011372	1.13964
m_tanh(CRS)	double	32000	32000	0.00232893	1.11296
m_tanh(CRS)	double	64000	64000	0.00753301	0.688171
