physical_cpu	cpu	cores	simd	memory	gpu	gcc
1	Intel(R) Xeon(R) CPU E31230 @ 3.20GHz	4	"AVX"	32G	GPU 0: GeForce GTX 1050 Ti (UUID: GPU-33f86da0-ffb5-fb9c-f419-98478ea459c1)
GPU 1: GeForce GTX 1050 Ti (UUID: GPU-ff4f0759-8b12-f86d-a623-f3db545e8db3)	gcc (Ubuntu 9.3.0-17ubuntu1~20.04) 9.3.0
