func	prec	M	N	time[sec]
transpose(Dense)	float	1000	1000	0.00306673
transpose(Dense)	float	2000	2000	0.0159754
transpose(Dense)	float	3000	3000	0.0496413
transpose(Dense)	float	4000	4000	0.0970395
transpose(Dense)	float	5000	5000	0.154158
transpose(Dense)	double	1000	1000	0.00363913
transpose(Dense)	double	2000	2000	0.0284879
transpose(Dense)	double	3000	3000	0.073102
transpose(Dense)	double	4000	4000	0.148077
transpose(Dense)	double	5000	5000	0.228055
