func	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
matadd(CRS,CRS,CRS)	float	1000	1000	0.00146059	0.110914	0.665484
matadd(CRS,CRS,CRS)	float	2000	2000	0.00202621	0.159905	0.959427
matadd(CRS,CRS,CRS)	float	4000	4000	0.00314309	0.206167	1.237
matadd(CRS,CRS,CRS)	float	8000	8000	0.00512519	0.252869	1.51721
matadd(CRS,CRS,CRS)	float	16000	16000	0.00888531	0.291717	1.7503
matadd(CRS,CRS,CRS)	float	32000	32000	0.0153327	0.338101	2.02861
matadd(CRS,CRS,CRS)	float	64000	64000	0.0282439	0.367089	2.20253
matadd(CRS,CRS,CRS)	double	1000	1000	0.00129253	0.125336	1.50403
matadd(CRS,CRS,CRS)	double	2000	2000	0.00196123	0.165202	1.98243
matadd(CRS,CRS,CRS)	double	4000	4000	0.00300561	0.215597	2.58717
matadd(CRS,CRS,CRS)	double	8000	8000	0.00517068	0.250644	3.00773
matadd(CRS,CRS,CRS)	double	16000	16000	0.00977241	0.265237	3.18284
matadd(CRS,CRS,CRS)	double	32000	32000	0.0183075	0.283163	3.39796
matadd(CRS,CRS,CRS)	double	64000	64000	0.0360031	0.287975	3.4557
