func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sv_mul	float	1000	1.7204e-05	0.116252	0.465008
sv_mul	float	2000	1.77265e-05	0.225651	0.902603
sv_mul	float	4000	1.89171e-05	0.422898	1.69159
sv_mul	float	8000	2.33162e-05	0.686218	2.74487
sv_mul	float	16000	3.21472e-05	0.995421	3.98168
sv_mul	float	32000	5.04664e-05	1.26817	5.07268
sv_mul	float	64000	0.0001641	0.780011	3.12004
sv_mul	float	128000	0.000135786	1.88532	7.54129
sv_mul	float	256000	0.000245754	2.08338	8.33352
sv_mul	float	512000	0.0004829	2.12052	8.48209
sv_mul	float	1024000	0.000844431	2.4253	9.7012
sv_mul	float	2048000	0.00158486	2.58446	10.3378
sv_mul	float	4096000	0.00478034	1.71368	6.85474
sv_mul	float	8192000	0.0159166	1.02936	4.11745
sv_mul	float	16384000	0.0375848	0.871842	3.48737
sv_mul	float	32768000	0.0868794	0.754333	3.01733
sv_mul	float	65536000	0.128963	1.01635	4.06541
sv_mul	double	1000	1.76748e-05	0.113155	0.905244
sv_mul	double	2000	1.95571e-05	0.204529	1.63623
sv_mul	double	4000	2.23804e-05	0.357456	2.85965
sv_mul	double	8000	3.07098e-05	0.521006	4.16805
sv_mul	double	16000	4.51082e-05	0.709405	5.67524
sv_mul	double	32000	7.03697e-05	0.909482	7.27586
sv_mul	double	64000	0.000111924	1.14363	9.14907
sv_mul	double	128000	0.000400583	0.639069	5.11255
sv_mul	double	256000	0.000368105	1.39091	11.1272
sv_mul	double	512000	0.000671625	1.52466	12.1973
sv_mul	double	1024000	0.0013207	1.55069	12.4055
sv_mul	double	2048000	0.00444422	0.921646	7.37317
sv_mul	double	4096000	0.015456	0.53002	4.24016
sv_mul	double	8192000	0.0449339	0.364625	2.917
sv_mul	double	16384000	0.0832494	0.393612	3.1489
sv_mul	double	32768000	0.159359	0.411247	3.28997
sv_mul	double	65536000	0.316598	0.414002	3.31201
