func	prec	M	N	time[sec]	perf[GFLOPS]
mv_mul(CRS)	float	1000	1000	0.000229483	0.705933
mv_mul(CRS)	float	2000	2000	4.31008e-05	7.51726
mv_mul(CRS)	float	4000	4000	8.11457e-05	7.98564
mv_mul(CRS)	float	8000	8000	0.000162147	7.99276
mv_mul(CRS)	float	16000	16000	0.000344126	7.53213
mv_mul(CRS)	float	32000	32000	0.00130319	3.97792
mv_mul(CRS)	float	64000	64000	0.00787198	1.31708
mv_mul(CRS)	double	1000	1000	3.00413e-05	5.39258
mv_mul(CRS)	double	2000	2000	4.95535e-05	6.53839
mv_mul(CRS)	double	4000	4000	9.50911e-05	6.81452
mv_mul(CRS)	double	8000	8000	0.000199439	6.49822
mv_mul(CRS)	double	16000	16000	0.000446985	5.79885
mv_mul(CRS)	double	32000	32000	0.00491657	1.05439
mv_mul(CRS)	double	64000	64000	0.0126189	0.821627
