func	prec	M	N	time[sec]	perf[GFLOPS]
m_tanh(Dense)	float	1000	1000	0.0013866	0.721191
m_tanh(Dense)	float	2000	2000	0.00433612	0.922484
m_tanh(Dense)	float	3000	3000	0.00960137	0.937366
m_tanh(Dense)	float	4000	4000	0.0172039	0.930024
m_tanh(Dense)	float	5000	5000	0.0267564	0.934355
m_tanh(Dense)	double	1000	1000	0.00286262	0.34933
m_tanh(Dense)	double	2000	2000	0.0113415	0.352686
m_tanh(Dense)	double	3000	3000	0.0259278	0.347118
m_tanh(Dense)	double	4000	4000	0.0456811	0.350254
m_tanh(Dense)	double	5000	5000	0.0714247	0.350019
