func	prec	M	N	time[sec]	perf[GFLOPS]
matvec(CRS)	float	1000	1000	0.0249232	0.00649998
matvec(CRS)	float	2000	2000	4.31319e-05	7.51184
matvec(CRS)	float	4000	4000	7.46301e-05	8.68282
matvec(CRS)	float	8000	8000	0.000134701	9.62127
matvec(CRS)	float	16000	16000	0.000256815	10.0929
matvec(CRS)	float	32000	32000	0.000506944	10.226
matvec(CRS)	float	64000	64000	0.00100881	10.2774
matvec(CRS)	double	1000	1000	3.81189e-05	4.24986
matvec(CRS)	double	2000	2000	5.87492e-05	5.51497
matvec(CRS)	double	4000	4000	0.000104159	6.22126
matvec(CRS)	double	8000	8000	0.000185008	7.00512
matvec(CRS)	double	16000	16000	0.000350101	7.40358
matvec(CRS)	double	32000	32000	0.000669359	7.74472
matvec(CRS)	double	64000	64000	0.00131073	7.91012
