func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
vv_mul	float	1000	1.65965e-05	0.120507	0.723044
vv_mul	float	2000	1.61938e-05	0.247008	1.48205
vv_mul	float	4000	1.94104e-05	0.41215	2.4729
vv_mul	float	8000	2.35213e-05	0.680235	4.08141
vv_mul	float	16000	3.4433e-05	0.929341	5.57605
vv_mul	float	32000	4.59862e-05	1.39172	8.35033
vv_mul	float	64000	8.03796e-05	1.59244	9.55466
vv_mul	float	128000	0.000134624	1.90159	11.4095
vv_mul	float	256000	0.000242982	2.10715	12.6429
vv_mul	float	512000	0.000479109	2.1373	12.8238
vv_mul	float	1024000	0.000846334	2.41985	14.5191
vv_mul	float	2048000	0.00163012	2.5127	15.0762
vv_mul	float	4096000	0.00713849	1.14758	6.88549
vv_mul	float	8192000	0.0172849	0.947882	5.68729
vv_mul	float	16384000	0.0460443	0.711663	4.26998
vv_mul	float	32768000	0.100853	0.649818	3.89891
vv_mul	float	65536000	0.163787	0.800257	4.80154
vv_mul	double	1000	1.73541e-05	0.115247	1.38296
vv_mul	double	2000	1.95602e-05	0.204497	2.45396
vv_mul	double	4000	2.28248e-05	0.350496	4.20595
vv_mul	double	8000	3.04631e-05	0.525226	6.30271
vv_mul	double	16000	4.48996e-05	0.712701	8.55241
vv_mul	double	32000	0.000265967	0.240631	2.88757
vv_mul	double	64000	0.000110861	1.15459	13.8551
vv_mul	double	128000	0.000199358	1.28412	15.4095
vv_mul	double	256000	0.000347802	1.4721	17.6652
vv_mul	double	512000	0.000652033	1.57047	18.8457
vv_mul	double	1024000	0.00132855	1.54153	18.4984
vv_mul	double	2048000	0.00676855	0.605152	7.26182
vv_mul	double	4096000	0.0197785	0.414188	4.97026
vv_mul	double	8192000	0.037439	0.437618	5.25142
vv_mul	double	16384000	0.0873731	0.375035	4.50042
vv_mul	double	32768000	0.184052	0.356073	4.27287
vv_mul	double	65536000	0.361503	0.362575	4.3509
