func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
v_minus	float	1000	0.00118627	0.00084298	0.00674384
v_minus	float	2000	1.01617e-05	0.196817	1.57454
v_minus	float	4000	1.45559e-05	0.274803	2.19842
v_minus	float	8000	1.71898e-05	0.465392	3.72314
v_minus	float	16000	2.77018e-05	0.57758	4.62064
v_minus	float	32000	4.67613e-05	0.684327	5.47461
v_minus	float	64000	9.46885e-05	0.6759	5.4072
v_minus	float	128000	0.000176305	0.726014	5.80811
v_minus	float	256000	0.000331071	0.773247	6.18598
v_minus	float	512000	0.000636794	0.804027	6.43222
v_minus	float	1024000	0.0011739	0.872304	6.97843
v_minus	float	2048000	0.00234355	0.873887	6.99109
v_minus	float	4096000	0.00733086	0.558734	4.46987
v_minus	float	8192000	0.0177307	0.462024	3.69619
v_minus	float	16384000	0.0433055	0.378335	3.02668
v_minus	float	32768000	0.0970637	0.337593	2.70074
v_minus	float	65536000	0.183686	0.356782	2.85426
v_minus	double	1000	1.1493e-05	0.0870095	1.39215
v_minus	double	2000	1.22811e-05	0.162852	2.60563
v_minus	double	4000	1.66984e-05	0.239544	3.8327
v_minus	double	8000	2.51528e-05	0.318056	5.0889
v_minus	double	16000	4.4472e-05	0.359777	5.75643
v_minus	double	32000	9.13874e-05	0.350158	5.60252
v_minus	double	64000	0.000146515	0.436816	6.98905
v_minus	double	128000	0.000375031	0.341305	5.46088
v_minus	double	256000	0.000539257	0.474728	7.59564
v_minus	double	512000	0.00099851	0.512764	8.20423
v_minus	double	1024000	0.00198107	0.516892	8.27027
v_minus	double	2048000	0.00705696	0.29021	4.64336
v_minus	double	4096000	0.0180861	0.226473	3.62357
v_minus	double	8192000	0.0473745	0.17292	2.76672
v_minus	double	16384000	0.0970448	0.168829	2.70127
v_minus	double	32768000	0.189011	0.173366	2.77385
v_minus	double	65536000	0.389844	0.168108	2.68974
