func	prec	M	N	time[sec]	perf[GFLOPS]
m_tanh(CRS)	float	1000	1000	0.00121281	0.0667872
m_tanh(CRS)	float	2000	2000	0.000102012	1.58805
m_tanh(CRS)	float	4000	4000	0.000188305	1.72061
m_tanh(CRS)	float	8000	8000	0.00036114	1.79432
m_tanh(CRS)	float	16000	16000	0.000691301	1.87472
m_tanh(CRS)	float	32000	32000	0.0013447	1.92757
m_tanh(CRS)	float	64000	64000	0.00277059	1.87108
m_tanh(CRS)	double	1000	1000	9.65387e-05	0.839042
m_tanh(CRS)	double	2000	2000	0.000162083	0.999489
m_tanh(CRS)	double	4000	4000	0.000312669	1.03624
m_tanh(CRS)	double	8000	8000	0.000616049	1.05187
m_tanh(CRS)	double	16000	16000	0.00119924	1.08069
m_tanh(CRS)	double	32000	32000	0.00242553	1.06863
m_tanh(CRS)	double	64000	64000	0.00741587	0.699041
