func	prec	M	N	time[sec]
convert(COO,Dense)	float	1000	1000	0.00245332
convert(COO,Dense)	float	2000	2000	0.00584916
convert(COO,Dense)	float	3000	3000	0.0167079
convert(COO,Dense)	float	4000	4000	0.0284791
convert(COO,Dense)	float	5000	5000	0.0439567
convert(COO,Dense)	double	1000	1000	0.00295283
convert(COO,Dense)	double	2000	2000	0.00933591
convert(COO,Dense)	double	3000	3000	0.0306628
convert(COO,Dense)	double	4000	4000	0.0538458
convert(COO,Dense)	double	5000	5000	0.0832093
