func	prec	M	N	time[sec]	perf[GFLOPS]
matvec(Dense)	float	1000	1000	0.00177005	1.12991
matvec(Dense)	float	2000	2000	6.29293e-05	127.127
matvec(Dense)	float	3000	3000	0.000189451	95.0112
matvec(Dense)	float	4000	4000	0.00499041	6.41229
matvec(Dense)	float	5000	5000	0.00937901	5.33105
matvec(Dense)	double	1000	1000	0.000166333	12.0241
matvec(Dense)	double	2000	2000	0.000145809	54.8664
matvec(Dense)	double	3000	3000	0.0058496	3.07714
matvec(Dense)	double	4000	4000	0.0126217	2.53532
matvec(Dense)	double	5000	5000	0.0207298	2.41198
