func	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
mscal(Dense)	float	1000	1000	0.00229394	0.435931	3.48745
mscal(Dense)	float	2000	2000	0.00603652	0.662633	5.30107
mscal(Dense)	float	3000	3000	0.0120592	0.74632	5.97056
mscal(Dense)	float	4000	4000	0.0187905	0.851494	6.81195
mscal(Dense)	float	5000	5000	0.026742	0.934858	7.47887
mscal(Dense)	double	1000	1000	0.00213528	0.468322	7.49315
mscal(Dense)	double	2000	2000	0.00613138	0.652382	10.4381
mscal(Dense)	double	3000	3000	0.012851	0.700337	11.2054
mscal(Dense)	double	4000	4000	0.0221735	0.721583	11.5453
mscal(Dense)	double	5000	5000	0.0343133	0.728581	11.6573
