func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
tanh	float	1000	0.00172988	0.000578073	0.00462459
tanh	float	2000	9.6777e-06	0.206661	1.65329
tanh	float	4000	2.44352e-05	0.163698	1.30959
tanh	float	8000	3.12509e-05	0.255993	2.04794
tanh	float	16000	0.0010492	0.0152497	0.121998
tanh	float	32000	0.000712024	0.0449423	0.359539
tanh	float	64000	2.38853e-05	2.67947	21.4358
tanh	float	128000	3.99684e-05	3.20253	25.6202
tanh	float	256000	7.20443e-05	3.55337	28.427
tanh	float	512000	0.000136349	3.75507	30.0406
tanh	float	1024000	0.000272679	3.75534	30.0427
tanh	float	2048000	0.000532943	3.84281	30.7425
tanh	float	4096000	0.00104269	3.92829	31.4263
tanh	float	8192000	0.00208094	3.93668	31.4935
tanh	float	16384000	0.00500032	3.27659	26.2127
tanh	float	32768000	0.0119856	2.73394	21.8715
tanh	float	65536000	0.0252714	2.59329	20.7463
tanh	double	1000	1.15818e-05	0.0863424	1.38148
tanh	double	2000	1.32201e-05	0.151285	2.42056
tanh	double	4000	9.87423e-05	0.0405095	0.648152
tanh	double	8000	3.20582e-05	0.249546	3.99274
tanh	double	16000	0.00162453	0.009849	0.157584
tanh	double	32000	2.11715e-05	1.51147	24.1835
tanh	double	64000	3.57734e-05	1.78904	28.6246
tanh	double	128000	6.36982e-05	2.00948	32.1516
tanh	double	256000	0.000119276	2.14628	34.3404
tanh	double	512000	0.000233594	2.19184	35.0694
tanh	double	1024000	0.000603462	1.69688	27.15
tanh	double	2048000	0.000926055	2.21153	35.3845
tanh	double	4096000	0.00185987	2.2023	35.2368
tanh	double	8192000	0.00507109	1.61543	25.8469
tanh	double	16384000	0.0132414	1.23733	19.7973
tanh	double	32768000	0.0234189	1.39921	22.3874
tanh	double	65536000	0.0539981	1.21367	19.4187
