func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
axpy	float	1000	0.00048908	0.00408931	0.0245359
axpy	float	2000	0.000494221	0.00809354	0.0485612
axpy	float	4000	0.000491213	0.0162862	0.0977173
axpy	float	8000	0.000492246	0.0325041	0.195024
axpy	float	16000	0.00049275	0.0649417	0.38965
axpy	float	32000	0.000495426	0.129182	0.775091
axpy	float	64000	0.000498496	0.256772	1.54063
axpy	float	128000	0.000739217	0.346312	2.07787
axpy	float	256000	0.000753638	0.679371	4.07623
axpy	float	512000	0.000786969	1.3012	7.80717
axpy	float	1024000	0.000841768	2.43297	14.5978
axpy	float	2048000	0.000958778	4.2721	25.6326
axpy	float	4096000	0.00121181	6.76015	40.5609
axpy	float	8192000	0.0016981	9.64845	57.8907
axpy	float	16384000	0.00278338	11.7727	70.6365
axpy	float	32768000	0.00460645	14.227	85.362
axpy	float	65536000	0.00854251	15.3435	92.061
axpy	double	1000	0.000657879	0.00304007	0.0364809
axpy	double	2000	0.000651845	0.00613643	0.0736372
axpy	double	4000	0.000660046	0.0121204	0.145444
axpy	double	8000	0.000445573	0.0359088	0.430906
axpy	double	16000	0.000455473	0.0702567	0.84308
axpy	double	32000	0.000451979	0.141599	1.69919
axpy	double	64000	0.000461893	0.27712	3.32544
axpy	double	128000	0.000466341	0.548954	6.58745
axpy	double	256000	0.000503784	1.01631	12.1957
axpy	double	512000	0.000558669	1.83293	21.9951
axpy	double	1024000	0.000708629	2.89009	34.681
axpy	double	2048000	0.000952119	4.30198	51.6238
axpy	double	4096000	0.00143707	5.70048	68.4058
axpy	double	8192000	0.00241845	6.77458	81.2949
axpy	double	16384000	0.00439064	7.46315	89.5578
axpy	double	32768000	0.00832165	7.87536	94.5043
axpy	double	65536000	0.0161638	8.10899	97.3079
