func	prec	M	N	time[sec]	perf[GFLOPS]
matvec(CRS)	float	1000	1000	0.0249518	0.00649251
matvec(CRS)	float	2000	2000	4.31775e-05	7.50391
matvec(CRS)	float	4000	4000	7.40906e-05	8.74605
matvec(CRS)	float	8000	8000	0.000134053	9.66784
matvec(CRS)	float	16000	16000	0.000256603	10.1012
matvec(CRS)	float	32000	32000	0.000506931	10.2262
matvec(CRS)	float	64000	64000	0.00100872	10.2784
matvec(CRS)	double	1000	1000	3.79422e-05	4.26965
matvec(CRS)	double	2000	2000	5.83743e-05	5.55039
matvec(CRS)	double	4000	4000	0.000102816	6.30255
matvec(CRS)	double	8000	8000	0.000185914	6.97097
matvec(CRS)	double	16000	16000	0.000347125	7.46705
matvec(CRS)	double	32000	32000	0.000661174	7.8406
matvec(CRS)	double	64000	64000	0.00129963	7.97762
