func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
v_minus	float	1000	1.46803e-05	0.0681185	0.544948
v_minus	float	2000	1.12472e-05	0.177822	1.42258
v_minus	float	4000	1.42788e-05	0.280136	2.24108
v_minus	float	8000	1.7248e-05	0.463822	3.71058
v_minus	float	16000	2.79731e-05	0.571978	4.57582
v_minus	float	32000	4.70668e-05	0.679885	5.43908
v_minus	float	64000	9.40325e-05	0.680616	5.44493
v_minus	float	128000	0.000172303	0.742877	5.94302
v_minus	float	256000	0.000322218	0.794492	6.35594
v_minus	float	512000	0.000635501	0.805664	6.44531
v_minus	float	1024000	0.00115316	0.887997	7.10398
v_minus	float	2048000	0.00233002	0.878962	7.03169
v_minus	float	4096000	0.00738407	0.554707	4.43766
v_minus	float	8192000	0.0169953	0.482016	3.85612
v_minus	float	16384000	0.047556	0.34452	2.75616
v_minus	float	32768000	0.0867809	0.377595	3.02076
v_minus	float	65536000	0.196399	0.333688	2.6695
v_minus	double	1000	9.8375e-06	0.101652	1.62643
v_minus	double	2000	1.71358e-05	0.116715	1.86744
v_minus	double	4000	1.68457e-05	0.237449	3.79919
v_minus	double	8000	2.5299e-05	0.316218	5.05949
v_minus	double	16000	4.36465e-05	0.366582	5.8653
v_minus	double	32000	8.0892e-05	0.395589	6.32943
v_minus	double	64000	0.000147499	0.4339	6.9424
v_minus	double	128000	0.000289763	0.44174	7.06784
v_minus	double	256000	0.000555253	0.461051	7.37682
v_minus	double	512000	0.000992482	0.515878	8.25405
v_minus	double	1024000	0.00211034	0.48523	7.76368
v_minus	double	2048000	0.00711536	0.287828	4.60525
v_minus	double	4096000	0.0174669	0.2345	3.75201
v_minus	double	8192000	0.0477376	0.171605	2.74568
v_minus	double	16384000	0.0875342	0.187173	2.99476
v_minus	double	32768000	0.197192	0.166173	2.65876
v_minus	double	65536000	0.35998	0.182055	2.91287
