func	prec	M	N	time[sec]	perf[GFLOPS]
mv_mul(Dense)	float	1000	1000	0.00220245	0.908079
mv_mul(Dense)	float	2000	2000	6.78271e-05	117.947
mv_mul(Dense)	float	3000	3000	0.000194212	92.6822
mv_mul(Dense)	float	4000	4000	0.00350658	9.12571
mv_mul(Dense)	float	5000	5000	0.006863	7.28544
mv_mul(Dense)	double	1000	1000	0.000150205	13.3151
mv_mul(Dense)	double	2000	2000	0.000146969	54.4333
mv_mul(Dense)	double	3000	3000	0.0041954	4.29041
mv_mul(Dense)	double	4000	4000	0.00933201	3.42906
mv_mul(Dense)	double	5000	5000	0.0205568	2.43229
