func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sv_add	float	1000	0.000392213	0.00509928	0.0203971
sv_add	float	2000	1.70871e-05	0.234095	0.936379
sv_add	float	4000	2.03011e-05	0.394067	1.57627
sv_add	float	8000	2.42521e-05	0.659737	2.63895
sv_add	float	16000	3.2136e-05	0.995768	3.98307
sv_add	float	32000	4.80597e-05	1.33168	5.32671
sv_add	float	64000	8.49224e-05	1.50726	6.02903
sv_add	float	128000	0.000142299	1.79903	7.19613
sv_add	float	256000	0.000250168	2.04662	8.1865
sv_add	float	512000	0.000492202	2.08045	8.32179
sv_add	float	1024000	0.000866462	2.36363	9.45454
sv_add	float	2048000	0.00161315	2.53913	10.1565
sv_add	float	4096000	0.00478886	1.71064	6.84255
sv_add	float	8192000	0.0140201	1.16861	4.67443
sv_add	float	16384000	0.0446121	0.734509	2.93804
sv_add	float	32768000	0.0799097	0.820126	3.2805
sv_add	float	65536000	0.159463	0.821958	3.28783
sv_add	double	1000	1.67885e-05	0.119129	0.953033
sv_add	double	2000	1.84166e-05	0.217195	1.73756
sv_add	double	4000	2.29491e-05	0.348598	2.78878
sv_add	double	8000	3.09528e-05	0.516916	4.13533
sv_add	double	16000	4.49974e-05	0.711152	5.68922
sv_add	double	32000	7.21643e-05	0.886865	7.09492
sv_add	double	64000	0.00011325	1.13024	9.04191
sv_add	double	128000	0.000424309	0.603334	4.82667
sv_add	double	256000	0.000344363	1.4868	11.8944
sv_add	double	512000	0.000653082	1.56795	12.5436
sv_add	double	1024000	0.00130537	1.5689	12.5512
sv_add	double	2048000	0.00450106	0.910008	7.28006
sv_add	double	4096000	0.0157495	0.520144	4.16115
sv_add	double	8192000	0.0452212	0.362308	2.89846
sv_add	double	16384000	0.0812096	0.403499	3.22799
sv_add	double	32768000	0.182892	0.358331	2.86665
sv_add	double	65536000	0.314432	0.416854	3.33483
