func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
xpay	float	1000	7.5427e-06	0.397736	1.06063
xpay	float	2000	7.6499e-06	0.784324	2.09153
xpay	float	4000	8.1085e-06	1.47993	3.94648
xpay	float	8000	8.8034e-06	2.72622	7.26992
xpay	float	16000	7.9272e-06	6.0551	16.1469
xpay	float	32000	8.7823e-06	10.9311	29.1495
xpay	float	64000	8.9865e-06	21.3654	56.9744
xpay	float	128000	1.04267e-05	36.8285	98.2094
xpay	float	256000	1.25557e-05	61.1674	163.113
xpay	float	512000	1.7399e-05	88.2809	235.416
xpay	float	1024000	3.42813e-05	89.6115	238.964
xpay	float	2048000	6.17228e-05	99.5418	265.445
xpay	float	4096000	0.000131595	93.3776	249.007
xpay	float	8192000	0.00180763	13.5957	36.2552
xpay	float	16384000	0.0139557	3.522	9.392
xpay	float	32768000	0.0162865	6.03592	16.0958
xpay	float	65536000	0.0161267	12.1915	32.5106
xpay	double	1000	7.453e-06	0.402522	2.14679
xpay	double	2000	7.6059e-06	0.788861	4.20726
xpay	double	4000	7.8761e-06	1.5236	8.12585
xpay	double	8000	7.4685e-06	3.2135	17.1386
xpay	double	16000	8.3352e-06	5.75871	30.7131
xpay	double	32000	9.3918e-06	10.2217	54.5156
xpay	double	64000	1.43712e-05	13.3601	71.2536
xpay	double	128000	1.25244e-05	30.6602	163.521
xpay	double	256000	1.75823e-05	43.6803	232.962
xpay	double	512000	3.65676e-05	42.0044	224.023
xpay	double	1024000	6.68575e-05	45.9485	245.059
xpay	double	2048000	0.00015843	38.7805	206.83
xpay	double	4096000	0.00514528	2.38821	12.7371
xpay	double	8192000	0.0139885	1.75687	9.36997
xpay	double	16384000	0.027463	1.78976	9.54537
xpay	double	32768000	0.0597365	1.64563	8.77668
xpay	double	65536000	0.044868	4.38192	23.3703
