func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
asum	float	1000	2.22e-07	4.5045	18.018
asum	float	2000	2.719e-07	7.35565	29.4226
asum	float	4000	4.884e-07	8.19001	32.76
asum	float	8000	9.328e-07	8.57633	34.3053
asum	float	16000	2.092e-06	7.64818	30.5927
asum	float	32000	3.9068e-06	8.19085	32.7634
asum	float	64000	9.4681e-06	6.75954	27.0382
asum	float	128000	8.5153e-06	15.0318	60.1271
asum	float	256000	9.9453e-06	25.7408	102.963
asum	float	512000	1.17637e-05	43.5237	174.095
asum	float	1024000	1.86949e-05	54.7743	219.097
asum	float	2048000	3.20476e-05	63.9049	255.62
asum	float	4096000	5.77629e-05	70.9106	283.642
asum	float	8192000	0.000115556	70.8922	283.569
asum	float	16384000	0.00125271	13.0788	52.3154
asum	float	32768000	0.0132721	2.46895	9.87578
asum	float	65536000	0.00525123	12.4801	49.9205
asum	double	1000	3.266e-07	3.06185	24.4948
asum	double	2000	4.887e-07	4.09249	32.7399
asum	double	4000	9.882e-07	4.04776	32.3821
asum	double	8000	2.1003e-06	3.80898	30.4718
asum	double	16000	7.6428e-06	2.09347	16.7478
asum	double	32000	9.5663e-06	3.34508	26.7606
asum	double	64000	8.9132e-06	7.18036	57.4429
asum	double	128000	1.07137e-05	11.9473	95.5786
asum	double	256000	1.30462e-05	19.6226	156.981
asum	double	512000	1.86522e-05	27.4498	219.599
asum	double	1024000	3.32174e-05	30.8272	246.618
asum	double	2048000	5.8675e-05	34.9041	279.233
asum	double	4096000	0.000125076	32.748	261.984
asum	double	8192000	0.00366872	2.23293	17.8635
asum	double	16384000	0.00967366	1.69367	13.5494
asum	double	32768000	0.0272593	1.20208	9.61666
asum	double	65536000	0.0334011	1.96209	15.6967
