func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sum	float	1000	8.3689e-06	0.11949	0.47796
sum	float	2000	9.1079e-06	0.21959	0.878358
sum	float	4000	9.554e-06	0.418673	1.67469
sum	float	8000	9.885e-06	0.809307	3.23723
sum	float	16000	9.5318e-06	1.67859	6.71437
sum	float	32000	1.46262e-05	2.18785	8.75142
sum	float	64000	1.28985e-05	4.96182	19.8473
sum	float	128000	1.74205e-05	7.34767	29.3907
sum	float	256000	2.76756e-05	9.25003	37.0001
sum	float	512000	4.52116e-05	11.3245	45.2981
sum	float	1024000	8.22055e-05	12.4566	49.8263
sum	float	2048000	0.00016037	12.7705	51.0818
sum	float	4096000	0.000304911	13.4334	53.7337
sum	float	8192000	0.000611101	13.4053	53.6212
sum	float	16384000	0.00146748	11.1647	44.659
sum	float	32768000	0.0128628	2.5475	10.19
sum	float	65536000	0.00559748	11.7081	46.8325
sum	double	1000	9.1818e-06	0.108911	0.871289
sum	double	2000	8.2977e-06	0.241031	1.92825
sum	double	4000	8.576e-06	0.466418	3.73134
sum	double	8000	9.1933e-06	0.870199	6.96159
sum	double	16000	1.00021e-05	1.59966	12.7973
sum	double	32000	1.17808e-05	2.71628	21.7303
sum	double	64000	1.38622e-05	4.61687	36.935
sum	double	128000	1.76563e-05	7.24954	57.9963
sum	double	256000	2.77034e-05	9.24074	73.9259
sum	double	512000	4.57504e-05	11.1912	89.5293
sum	double	1024000	8.33765e-05	12.2816	98.2531
sum	double	2048000	0.000156683	13.071	104.568
sum	double	4096000	0.000321728	12.7313	101.85
sum	double	8192000	0.00382333	2.14263	17.1411
sum	double	16384000	0.00941742	1.73975	13.918
sum	double	32768000	0.0277253	1.18188	9.45504
sum	double	65536000	0.0461213	1.42095	11.3676
