func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_atan(CRS)	CRS	float	10000	10000	0.000492372	1.6451
m_atan(CRS)	CRS	float	20000	20000	0.000836583	1.93645
m_atan(CRS)	CRS	float	30000	30000	0.0012632	1.92369
m_atan(CRS)	CRS	float	40000	40000	0.00146565	2.21063
m_atan(CRS)	CRS	float	50000	50000	0.00177598	2.28043
m_atan(CRS)	CRS	float	60000	60000	0.00194212	2.50242
m_atan(CRS)	CRS	float	70000	70000	0.00220559	2.57074
m_atan(CRS)	CRS	float	80000	80000	0.00247416	2.61907
m_atan(CRS)	CRS	float	90000	90000	0.00259625	2.80789
m_atan(CRS)	CRS	float	100000	100000	0.00269359	3.00713
m_atan(CRS)	CRS	double	10000	10000	0.0012729	0.636341
m_atan(CRS)	CRS	double	20000	20000	0.00224175	0.722648
m_atan(CRS)	CRS	double	30000	30000	0.00319678	0.760141
m_atan(CRS)	CRS	double	40000	40000	0.00420739	0.770073
m_atan(CRS)	CRS	double	50000	50000	0.00522032	0.775815
m_atan(CRS)	CRS	double	60000	60000	0.00621403	0.782102
m_atan(CRS)	CRS	double	70000	70000	0.00745834	0.760223
m_atan(CRS)	CRS	double	80000	80000	0.00819611	0.790619
m_atan(CRS)	CRS	double	90000	90000	0.00922786	0.789999
m_atan(CRS)	CRS	double	100000	100000	0.0102263	0.792075
