func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_atan(Dense)	Dense	float	1000	1000	0.00266774	0.37485
m_atan(Dense)	Dense	float	2000	2000	0.00819693	0.487987
m_atan(Dense)	Dense	float	3000	3000	0.0188031	0.478644
m_atan(Dense)	Dense	float	4000	4000	0.0290387	0.55099
m_atan(Dense)	Dense	float	5000	5000	0.0439034	0.569432
m_atan(Dense)	Dense	float	6000	6000	0.0672318	0.535461
m_atan(Dense)	Dense	float	7000	7000	0.0924362	0.530095
m_atan(Dense)	Dense	float	8000	8000	0.127276	0.502844
m_atan(Dense)	Dense	float	9000	9000	0.150278	0.539001
m_atan(Dense)	Dense	float	10000	10000	0.18531	0.539635
m_atan(Dense)	Dense	double	1000	1000	0.00242884	0.411719
m_atan(Dense)	Dense	double	2000	2000	0.0101272	0.394974
m_atan(Dense)	Dense	double	3000	3000	0.0231737	0.388372
m_atan(Dense)	Dense	double	4000	4000	0.0349159	0.458244
m_atan(Dense)	Dense	double	5000	5000	0.0574851	0.434895
m_atan(Dense)	Dense	double	6000	6000	0.0832857	0.432247
m_atan(Dense)	Dense	double	7000	7000	0.111629	0.438955
m_atan(Dense)	Dense	double	8000	8000	0.160793	0.398027
m_atan(Dense)	Dense	double	9000	9000	0.183765	0.44078
m_atan(Dense)	Dense	double	10000	10000	0.224533	0.445369
