func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_floor(Dense)	Dense	float	1000	1000	0.000180718	5.5335
m_floor(Dense)	Dense	float	2000	2000	0.000541535	7.38641
m_floor(Dense)	Dense	float	3000	3000	0.0011437	7.86922
m_floor(Dense)	Dense	float	4000	4000	0.0020225	7.91099
m_floor(Dense)	Dense	float	5000	5000	0.00276691	9.03535
m_floor(Dense)	Dense	float	6000	6000	0.00353582	10.1815
m_floor(Dense)	Dense	float	7000	7000	0.00490215	9.99562
m_floor(Dense)	Dense	float	8000	8000	0.00619098	10.3376
m_floor(Dense)	Dense	float	9000	9000	0.00780281	10.3809
m_floor(Dense)	Dense	float	10000	10000	0.00956456	10.4553
m_floor(Dense)	Dense	double	1000	1000	0.000223048	4.48334
m_floor(Dense)	Dense	double	2000	2000	0.000739579	5.40848
m_floor(Dense)	Dense	double	3000	3000	0.00152189	5.9137
m_floor(Dense)	Dense	double	4000	4000	0.00265588	6.02438
m_floor(Dense)	Dense	double	5000	5000	0.00419278	5.96262
m_floor(Dense)	Dense	double	6000	6000	0.00606633	5.93439
m_floor(Dense)	Dense	double	7000	7000	0.00819281	5.98086
m_floor(Dense)	Dense	double	8000	8000	0.0106312	6.02004
m_floor(Dense)	Dense	double	9000	9000	0.0133857	6.05124
m_floor(Dense)	Dense	double	10000	10000	0.0164642	6.07378
