func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00855959	233.656
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0143887	469.117
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0592905	269.858
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0830356	376.345
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.12386	435.978
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.174732	490.752
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.258415	495.327
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.335197	543.71
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.475016	526.298
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0138339	144.573
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0276019	244.548
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.063986	250.055
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.14886	209.928
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.208849	258.56
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.333072	257.452
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	0.486854	262.912
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	0.682047	267.21
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	0.927183	269.634
