func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
mm_pow(Dense,Dense,Dense)	Dense	float	1000	1000	0.00274516	0.364278	4.37133
mm_pow(Dense,Dense,Dense)	Dense	float	2000	2000	0.0086465	0.462615	5.55138
mm_pow(Dense,Dense,Dense)	Dense	float	3000	3000	0.0197946	0.454671	5.45605
mm_pow(Dense,Dense,Dense)	Dense	float	4000	4000	0.0346165	0.462208	5.54649
mm_pow(Dense,Dense,Dense)	Dense	float	5000	5000	0.0388864	0.642898	7.71478
mm_pow(Dense,Dense,Dense)	Dense	float	6000	6000	0.0569783	0.631819	7.58183
mm_pow(Dense,Dense,Dense)	Dense	float	7000	7000	0.0717546	0.682883	8.1946
mm_pow(Dense,Dense,Dense)	Dense	float	8000	8000	0.104377	0.613162	7.35794
mm_pow(Dense,Dense,Dense)	Dense	float	9000	9000	0.132372	0.611911	7.34294
mm_pow(Dense,Dense,Dense)	Dense	float	10000	10000	0.156748	0.637966	7.6556
mm_pow(Dense,Dense,Dense)	Dense	double	1000	1000	0.00197564	0.506165	12.148
mm_pow(Dense,Dense,Dense)	Dense	double	2000	2000	0.010583	0.377966	9.07118
mm_pow(Dense,Dense,Dense)	Dense	double	3000	3000	0.0239618	0.375598	9.01434
mm_pow(Dense,Dense,Dense)	Dense	double	4000	4000	0.0406781	0.393332	9.43997
mm_pow(Dense,Dense,Dense)	Dense	double	5000	5000	0.0484558	0.515934	12.3824
mm_pow(Dense,Dense,Dense)	Dense	double	6000	6000	0.0700792	0.513704	12.3289
mm_pow(Dense,Dense,Dense)	Dense	double	7000	7000	0.103851	0.471829	11.3239
mm_pow(Dense,Dense,Dense)	Dense	double	8000	8000	0.11823	0.541318	12.9916
mm_pow(Dense,Dense,Dense)	Dense	double	9000	9000	0.150645	0.537689	12.9045
mm_pow(Dense,Dense,Dense)	Dense	double	10000	10000	0.203135	0.492283	11.8148
