func	kind	prec	M	N	time[sec]	perf[GFLOPS]
matvec(CRS)	CRS	float	10000	10000	0.000255599	6.33805
matvec(CRS)	CRS	float	20000	20000	0.000316491	10.2373
matvec(CRS)	CRS	float	30000	30000	0.000739281	6.57395
matvec(CRS)	CRS	float	40000	40000	0.00323095	2.0056
matvec(CRS)	CRS	float	50000	50000	0.00489089	1.65614
matvec(CRS)	CRS	float	60000	60000	0.00661398	1.46961
matvec(CRS)	CRS	float	70000	70000	0.00820161	1.38266
matvec(CRS)	CRS	float	80000	80000	0.00459928	2.81783
matvec(CRS)	CRS	float	90000	90000	0.0113011	1.29014
matvec(CRS)	CRS	float	100000	100000	0.0128756	1.2582
matvec(CRS)	CRS	double	10000	10000	0.000150767	10.745
matvec(CRS)	CRS	double	20000	20000	0.000760389	4.26098
matvec(CRS)	CRS	double	30000	30000	0.00448087	1.08461
matvec(CRS)	CRS	double	40000	40000	0.00640464	1.01177
matvec(CRS)	CRS	double	50000	50000	0.0088557	0.914666
matvec(CRS)	CRS	double	60000	60000	0.0110917	0.87633
matvec(CRS)	CRS	double	70000	70000	0.0132531	0.855646
matvec(CRS)	CRS	double	80000	80000	0.00689081	1.88077
matvec(CRS)	CRS	double	90000	90000	0.0177611	0.820893
matvec(CRS)	CRS	double	100000	100000	0.0192835	0.840096
