func	kind	prec	M	N	time[sec]
transpose(Dense)	Dense	float	1000	1000	0.00292936
transpose(Dense)	Dense	float	2000	2000	0.0154992
transpose(Dense)	Dense	float	3000	3000	0.0499556
transpose(Dense)	Dense	float	4000	4000	0.0982107
transpose(Dense)	Dense	float	5000	5000	0.155791
transpose(Dense)	Dense	float	6000	6000	0.215289
transpose(Dense)	Dense	float	7000	7000	0.318067
transpose(Dense)	Dense	float	8000	8000	0.40331
transpose(Dense)	Dense	float	9000	9000	0.526592
transpose(Dense)	Dense	float	10000	10000	0.61503
transpose(Dense)	Dense	double	1000	1000	0.00359306
transpose(Dense)	Dense	double	2000	2000	0.028116
transpose(Dense)	Dense	double	3000	3000	0.0735584
transpose(Dense)	Dense	double	4000	4000	0.152263
transpose(Dense)	Dense	double	5000	5000	0.227391
transpose(Dense)	Dense	double	6000	6000	0.355918
transpose(Dense)	Dense	double	7000	7000	0.450818
transpose(Dense)	Dense	double	8000	8000	0.614715
transpose(Dense)	Dense	double	9000	9000	0.751465
transpose(Dense)	Dense	double	10000	10000	0.923897
