func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sum	float	1000	9.062e-06	0.110351	0.441404
sum	float	10000	9.577e-06	1.04417	4.17667
sum	float	100000	1.541e-05	6.48929	25.9572
sum	float	1000000	8.11344e-05	12.3252	49.3009
sum	float	10000000	0.000770026	12.9866	51.9463
sum	float	100000000	0.00872094	11.4667	45.8666
sum	double	1000	9.1871e-06	0.108848	0.870786
sum	double	10000	1.01875e-05	0.981595	7.85276
sum	double	100000	1.67361e-05	5.97511	47.8009
sum	double	1000000	8.19542e-05	12.2019	97.6155
sum	double	10000000	0.00712186	1.40413	11.233
sum	double	100000000	0.0211594	4.72603	37.8082
