func	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
matadd(Dense,Dense,Dense)	float	1000	1000	0.00427507	0.233914	2.80697
matadd(Dense,Dense,Dense)	float	2000	2000	0.0140296	0.285112	3.42135
matadd(Dense,Dense,Dense)	float	3000	3000	0.0244555	0.368016	4.41619
matadd(Dense,Dense,Dense)	float	4000	4000	0.0437561	0.365663	4.38796
matadd(Dense,Dense,Dense)	float	5000	5000	0.068009	0.367598	4.41118
matadd(Dense,Dense,Dense)	float	6000	6000	0.0901304	0.399421	4.79305
matadd(Dense,Dense,Dense)	float	7000	7000	0.13046	0.375594	4.50713
matadd(Dense,Dense,Dense)	float	8000	8000	0.170136	0.37617	4.51404
matadd(Dense,Dense,Dense)	float	9000	9000	0.202261	0.400473	4.80568
