func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
nrm2	float	1000	0.000512836	0.00389988	0.00779976
nrm2	float	10000	0.000529472	0.0377735	0.075547
nrm2	float	100000	0.000531693	0.376157	0.752314
nrm2	float	1000000	0.000565968	3.53377	7.06754
nrm2	float	10000000	0.000963985	20.7472	41.4944
nrm2	float	100000000	0.00467079	42.8193	85.6387
nrm2	double	1000	0.000501005	0.00399197	0.0159679
nrm2	double	10000	0.000532852	0.0375338	0.150135
nrm2	double	100000	0.000530971	0.376669	1.50667
nrm2	double	1000000	0.000596936	3.35045	13.4018
nrm2	double	10000000	0.0013328	15.0061	60.0242
nrm2	double	100000000	0.00859107	23.28	93.1199
