func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
asum	float	1000	2.233e-07	4.47828	17.9131
asum	float	10000	1.3453e-06	7.43329	29.7331
asum	float	100000	9.3199e-06	10.7297	42.9189
asum	float	1000000	1.72728e-05	57.8945	231.578
asum	float	10000000	0.000446506	22.3961	89.5845
asum	float	100000000	0.0086176	11.6042	46.4167
asum	double	1000	1.4919e-06	0.670286	5.36229
asum	double	10000	7.5011e-06	1.33314	10.6651
asum	double	100000	1.00501e-05	9.95015	79.6012
asum	double	1000000	3.3624e-05	29.7407	237.925
asum	double	10000000	0.00503832	1.98479	15.8783
asum	double	100000000	0.0164358	6.08429	48.6744
