func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
dot	float	1000	0.000503051	0.00397574	0.015903
dot	float	10000	0.000511276	0.0391178	0.156471
dot	float	100000	0.000520611	0.384164	1.53665
dot	float	1000000	0.000586516	3.40997	13.6399
dot	float	10000000	0.001288	15.5279	62.1116
dot	float	100000000	0.00845025	23.668	94.6718
dot	double	1000	0.000451247	0.00443216	0.0354573
dot	double	10000	0.000468281	0.0427094	0.341676
dot	double	100000	0.000458676	0.436038	3.4883
dot	double	1000000	0.00091313	2.19027	17.5221
dot	double	10000000	0.00200173	9.99134	79.9307
dot	double	100000000	0.0159655	12.527	100.216
