func	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
mscal(Dense)	float	1000	1000	0.00228993	0.436695	3.49356
mscal(Dense)	float	2000	2000	0.00604583	0.661613	5.29291
mscal(Dense)	float	3000	3000	0.0120792	0.745082	5.96066
mscal(Dense)	float	4000	4000	0.0191074	0.837372	6.69898
mscal(Dense)	float	5000	5000	0.0267956	0.932989	7.46391
mscal(Dense)	float	6000	6000	0.0383077	0.93976	7.51808
mscal(Dense)	float	7000	7000	0.0512654	0.95581	7.64648
mscal(Dense)	float	8000	8000	0.0670357	0.954715	7.63772
mscal(Dense)	float	9000	9000	0.0855358	0.946971	7.57577
mscal(Dense)	float	10000	10000	0.10449	0.957032	7.65626
mscal(Dense)	double	1000	1000	0.00213538	0.468301	7.49282
mscal(Dense)	double	2000	2000	0.00614936	0.650475	10.4076
mscal(Dense)	double	3000	3000	0.012843	0.700773	11.2124
mscal(Dense)	double	4000	4000	0.0221605	0.722005	11.5521
mscal(Dense)	double	5000	5000	0.0343141	0.728564	11.657
mscal(Dense)	double	6000	6000	0.0491497	0.732457	11.7193
mscal(Dense)	double	7000	7000	0.0662268	0.739882	11.8381
mscal(Dense)	double	8000	8000	0.0862751	0.741814	11.869
mscal(Dense)	double	9000	9000	0.110036	0.736125	11.778
