func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.0178403	112.106
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.00493763	1367.05
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0101012	1583.97
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0169461	1844.08
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.0263635	2048.28
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.0414358	2069.47
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.0607742	2106.16
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.0892042	2043.07
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.121968	2049.72
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0276371	72.3666
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0882073	76.5243
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.208748	76.6474
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.406253	76.9225
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.682745	79.0925
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	1.09267	78.4776
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	1.62518	78.7604
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	2.31942	78.5757
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	3.19414	78.2684
