func	kind	prec	M	N	time[sec]	perf[GFLOPS]
mv_mul(CRS)	CRS	float	1000	1000	0.0257456	0.00629235
mv_mul(CRS)	CRS	float	2000	2000	0.000899681	0.360127
mv_mul(CRS)	CRS	float	4000	4000	0.000908978	0.712889
mv_mul(CRS)	CRS	float	8000	8000	0.000929794	1.39386
mv_mul(CRS)	CRS	float	16000	16000	0.000995358	2.60409
mv_mul(CRS)	CRS	float	32000	32000	0.00177156	2.92623
mv_mul(CRS)	CRS	float	64000	64000	0.00249584	4.15412
mv_mul(CRS)	CRS	double	1000	1000	0.00111693	0.145041
mv_mul(CRS)	CRS	double	2000	2000	0.000850159	0.381105
mv_mul(CRS)	CRS	double	4000	4000	0.000862447	0.75135
mv_mul(CRS)	CRS	double	8000	8000	0.000898125	1.44301
mv_mul(CRS)	CRS	double	16000	16000	0.00172414	1.50335
mv_mul(CRS)	CRS	double	32000	32000	0.00184885	2.8039
mv_mul(CRS)	CRS	double	64000	64000	0.00280215	3.70001
