func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00636453	314.242
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0133711	504.82
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0309532	516.91
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0612042	510.586
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.105132	513.639
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.162483	527.747
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.237715	538.46
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.335506	543.21
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.447743	558.356
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.00970797	206.016
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0283034	238.487
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.0639028	250.38
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.11694	267.232
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.199143	271.161
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.309512	277.049
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	0.456158	280.604
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	0.664094	274.434
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	0.916648	272.733
