func	kind	prec	M	N	time[sec]
convert(COO,Dense)	Dense	float	1000	1000	0.00508171
convert(COO,Dense)	Dense	float	2000	2000	0.00574573
convert(COO,Dense)	Dense	float	3000	3000	0.0164063
convert(COO,Dense)	Dense	float	4000	4000	0.0280077
convert(COO,Dense)	Dense	float	5000	5000	0.0431317
convert(COO,Dense)	Dense	double	1000	1000	0.00290747
convert(COO,Dense)	Dense	double	2000	2000	0.0092043
convert(COO,Dense)	Dense	double	3000	3000	0.0300431
convert(COO,Dense)	Dense	double	4000	4000	0.0516817
convert(COO,Dense)	Dense	double	5000	5000	0.0800044
