func	kind	prec	M	N	time[sec]
transpose(Dense)	Dense	float	1000	1000	0.00304105
transpose(Dense)	Dense	float	2000	2000	0.015808
transpose(Dense)	Dense	float	3000	3000	0.0495208
transpose(Dense)	Dense	float	4000	4000	0.098757
transpose(Dense)	Dense	float	5000	5000	0.156279
transpose(Dense)	Dense	double	1000	1000	0.00355548
transpose(Dense)	Dense	double	2000	2000	0.0283592
transpose(Dense)	Dense	double	3000	3000	0.0730453
transpose(Dense)	Dense	double	4000	4000	0.149443
transpose(Dense)	Dense	double	5000	5000	0.229994
