func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sv_mul	float	1000	0.000397903	0.00502634	0.0201054
sv_mul	float	2000	1.87414e-05	0.213431	0.853725
sv_mul	float	4000	2.25616e-05	0.354585	1.41834
sv_mul	float	8000	2.32531e-05	0.68808	2.75232
sv_mul	float	16000	3.23303e-05	0.989784	3.95913
sv_mul	float	32000	4.79471e-05	1.3348	5.33922
sv_mul	float	64000	8.3698e-05	1.52931	6.11723
sv_mul	float	128000	0.00023206	1.10316	4.41264
sv_mul	float	256000	0.000249452	2.0525	8.21
sv_mul	float	512000	0.000483651	2.11723	8.46892
sv_mul	float	1024000	0.000857778	2.38756	9.55026
sv_mul	float	2048000	0.00166331	2.46256	9.85023
sv_mul	float	4096000	0.00478438	1.71224	6.84895
sv_mul	float	8192000	0.0157803	1.03825	4.15302
sv_mul	float	16384000	0.0366587	0.893866	3.57547
sv_mul	float	32768000	0.0769361	0.851824	3.40729
sv_mul	float	65536000	0.159036	0.824165	3.29666
sv_mul	double	1000	1.7178e-05	0.116428	0.931424
sv_mul	double	2000	1.9507e-05	0.205055	1.64044
sv_mul	double	4000	2.22034e-05	0.360305	2.88244
sv_mul	double	8000	2.99876e-05	0.533554	4.26843
sv_mul	double	16000	4.40736e-05	0.726058	5.80847
sv_mul	double	32000	7.18451e-05	0.890805	7.12644
sv_mul	double	64000	0.000115951	1.10391	8.83129
sv_mul	double	128000	0.000202085	1.2668	10.1344
sv_mul	double	256000	0.000367225	1.39424	11.1539
sv_mul	double	512000	0.000675532	1.51584	12.1267
sv_mul	double	1024000	0.00134318	1.52474	12.1979
sv_mul	double	2048000	0.00458639	0.893077	7.14462
sv_mul	double	4096000	0.0156655	0.522934	4.18347
sv_mul	double	8192000	0.0442598	0.370178	2.96142
sv_mul	double	16384000	0.0822173	0.398554	3.18843
sv_mul	double	32768000	0.178506	0.367136	2.93709
sv_mul	double	65536000	0.258636	0.506782	4.05426
