func	prec	M	N	time[sec]	perf[GFLOPS]
mv_mul(CRS)	float	1000	1000	0.026117	0.00620286
mv_mul(CRS)	float	2000	2000	0.000902301	0.359082
mv_mul(CRS)	float	4000	4000	0.0009123	0.710292
mv_mul(CRS)	float	8000	8000	0.000934414	1.38697
mv_mul(CRS)	float	16000	16000	0.00101663	2.54959
mv_mul(CRS)	float	32000	32000	0.00176362	2.93941
mv_mul(CRS)	float	64000	64000	0.00249574	4.15429
mv_mul(CRS)	float	128000	128000	0.00375251	5.52591
mv_mul(CRS)	float	256000	256000	0.00639201	6.4881
mv_mul(CRS)	float	512000	512000	0.0119204	6.95816
mv_mul(CRS)	double	1000	1000	0.000701725	0.23086
mv_mul(CRS)	double	2000	2000	0.00070455	0.459868
mv_mul(CRS)	double	4000	4000	0.000726301	0.892192
mv_mul(CRS)	double	8000	8000	0.00080972	1.60055
mv_mul(CRS)	double	16000	16000	0.00131733	1.96761
mv_mul(CRS)	double	32000	32000	0.0017807	2.91122
mv_mul(CRS)	double	64000	64000	0.00273582	3.78973
mv_mul(CRS)	double	128000	128000	0.00465763	4.45205
mv_mul(CRS)	double	256000	256000	0.00844255	4.91226
mv_mul(CRS)	double	512000	512000	0.0158575	5.23059
