func	prec	M	N	time[sec]	perf[GFLOPS]
m_tanh(Dense)	float	1000	1000	0.00136344	0.73344
m_tanh(Dense)	float	1500	1500	0.00249458	0.901955
m_tanh(Dense)	float	2000	2000	0.00429081	0.932225
m_tanh(Dense)	float	2500	2500	0.00675857	0.924752
m_tanh(Dense)	float	3000	3000	0.00949962	0.947406
m_tanh(Dense)	float	3500	3500	0.0130825	0.936362
m_tanh(Dense)	float	4000	4000	0.0171158	0.934809
m_tanh(Dense)	float	4500	4500	0.0214716	0.943105
m_tanh(Dense)	float	5000	5000	0.0261122	0.957407
m_tanh(Dense)	float	5500	5500	0.0320886	0.942701
m_tanh(Dense)	float	6000	6000	0.0375017	0.959956
m_tanh(Dense)	float	6500	6500	0.0445703	0.94794
m_tanh(Dense)	float	7000	7000	0.051138	0.958192
m_tanh(Dense)	float	7500	7500	0.0593908	0.947116
m_tanh(Dense)	float	8000	8000	0.0667683	0.958539
m_tanh(Dense)	float	8500	8500	0.0763849	0.945867
m_tanh(Dense)	float	9000	9000	0.0844251	0.95943
m_tanh(Dense)	float	9500	9500	0.0951179	0.948822
m_tanh(Dense)	float	10000	10000	0.1041	0.960619
m_tanh(Dense)	double	1000	1000	0.00286333	0.349244
m_tanh(Dense)	double	1500	1500	0.00642115	0.350405
m_tanh(Dense)	double	2000	2000	0.0113581	0.352173
m_tanh(Dense)	double	2500	2500	0.0185798	0.336386
m_tanh(Dense)	double	3000	3000	0.0257913	0.348955
m_tanh(Dense)	double	3500	3500	0.0353179	0.346849
m_tanh(Dense)	double	4000	4000	0.0462366	0.346046
m_tanh(Dense)	double	4500	4500	0.0584478	0.346463
m_tanh(Dense)	double	5000	5000	0.0720928	0.346775
m_tanh(Dense)	double	5500	5500	0.0870702	0.347421
