func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
xpay	float	1000	8.2096e-06	0.365426	0.974469
xpay	float	2000	7.1776e-06	0.835934	2.22916
xpay	float	4000	8.2563e-06	1.45344	3.87583
xpay	float	8000	7.5e-06	3.2	8.53333
xpay	float	16000	8.5871e-06	5.58978	14.9061
xpay	float	32000	7.9881e-06	12.0179	32.0477
xpay	float	64000	8.3233e-06	23.0678	61.5141
xpay	float	128000	1.00506e-05	38.2067	101.884
xpay	float	256000	1.22447e-05	62.721	167.256
xpay	float	512000	1.74776e-05	87.8839	234.357
xpay	float	1024000	3.53752e-05	86.8405	231.575
xpay	float	2048000	6.23182e-05	98.5908	262.909
xpay	float	4096000	0.000124497	98.7009	263.202
xpay	float	8192000	0.00188478	13.0392	34.7712
xpay	float	16384000	0.0113888	4.31581	11.5088
xpay	float	32768000	0.0145175	6.7714	18.0571
xpay	float	65536000	0.0153994	12.7673	34.046
xpay	double	1000	7.3271e-06	0.409439	2.18367
xpay	double	2000	7.5677e-06	0.792843	4.2285
xpay	double	4000	8.194e-06	1.46449	7.81059
xpay	double	8000	7.9484e-06	3.01948	16.1039
xpay	double	16000	7.9271e-06	6.05518	32.2943
xpay	double	32000	8.0211e-06	11.9684	63.8316
xpay	double	64000	9.8434e-06	19.5055	104.029
xpay	double	128000	1.21439e-05	31.6208	168.644
xpay	double	256000	1.7642e-05	43.5325	232.173
xpay	double	512000	3.41895e-05	44.9261	239.606
xpay	double	1024000	7.26109e-05	42.3077	225.641
xpay	double	2048000	0.000132682	46.3062	246.966
xpay	double	4096000	0.00425936	2.88494	15.3863
xpay	double	8192000	0.0111858	2.19707	11.7177
xpay	double	16384000	0.00747719	6.57359	35.0591
xpay	double	32768000	0.0493321	1.9927	10.6277
xpay	double	65536000	0.0990016	1.98591	10.5915
