func	prec	M	N	time[sec]	perf[GFLOPS]
m_tanh(Dense)	float	1000	1000	0.00239587	0.417386
m_tanh(Dense)	float	1500	1500	0.000635354	3.54133
m_tanh(Dense)	float	2000	2000	0.00108881	3.67373
m_tanh(Dense)	float	2500	2500	0.00173748	3.59715
m_tanh(Dense)	float	3000	3000	0.0024921	3.61141
m_tanh(Dense)	float	3500	3500	0.00358762	3.41452
m_tanh(Dense)	float	4000	4000	0.00490227	3.2638
m_tanh(Dense)	float	4500	4500	0.00706076	2.86796
m_tanh(Dense)	float	5000	5000	0.00875981	2.85394
m_tanh(Dense)	float	5500	5500	0.0106407	2.84286
m_tanh(Dense)	float	6000	6000	0.0126539	2.84498
m_tanh(Dense)	float	6500	6500	0.0136947	3.08513
m_tanh(Dense)	float	7000	7000	0.0176211	2.78075
m_tanh(Dense)	float	7500	7500	0.0205824	2.73292
m_tanh(Dense)	float	8000	8000	0.0236301	2.70841
m_tanh(Dense)	float	8500	8500	0.0265989	2.71628
m_tanh(Dense)	float	9000	9000	0.0302705	2.67587
m_tanh(Dense)	float	9500	9500	0.0298953	3.01887
m_tanh(Dense)	float	10000	10000	0.0378453	2.64234
m_tanh(Dense)	double	1000	1000	0.000834916	1.19772
m_tanh(Dense)	double	1500	1500	0.00184792	1.21759
m_tanh(Dense)	double	2000	2000	0.00326855	1.22379
m_tanh(Dense)	double	2500	2500	0.00530109	1.179
m_tanh(Dense)	double	3000	3000	0.00772963	1.16435
m_tanh(Dense)	double	3500	3500	0.0105615	1.15988
m_tanh(Dense)	double	4000	4000	0.0141263	1.13264
m_tanh(Dense)	double	4500	4500	0.0175672	1.15272
m_tanh(Dense)	double	5000	5000	0.0217592	1.14894
m_tanh(Dense)	double	5500	5500	0.0262797	1.15108
m_tanh(Dense)	double	6000	6000	0.0333966	1.07795
m_tanh(Dense)	double	6500	6500	0.0365792	1.15503
m_tanh(Dense)	double	7000	7000	0.043103	1.13681
m_tanh(Dense)	double	7500	7500	0.0489825	1.14837
m_tanh(Dense)	double	8000	8000	0.0558663	1.14559
m_tanh(Dense)	double	8500	8500	0.0631302	1.14446
m_tanh(Dense)	double	9000	9000	0.069905	1.15871
m_tanh(Dense)	double	9500	9500	0.0834829	1.08106
m_tanh(Dense)	double	10000	10000	0.0880328	1.13594
