func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
scal	float	1000	3.129e-07	3.19591	25.5673
scal	float	2000	2.973e-07	6.72721	53.8177
scal	float	4000	5.376e-07	7.44048	59.5238
scal	float	8000	1.1413e-06	7.00955	56.0764
scal	float	16000	2.7747e-06	5.76639	46.1311
scal	float	32000	1.23005e-05	2.60152	20.8122
scal	float	64000	1.0964e-05	5.83729	46.6983
scal	float	128000	9.5685e-06	13.3772	107.018
scal	float	256000	1.42615e-05	17.9504	143.603
scal	float	512000	1.46636e-05	34.9164	279.331
scal	float	1024000	2.12534e-05	48.1805	385.444
scal	float	2048000	4.36175e-05	46.9536	375.629
scal	float	4096000	8.10701e-05	50.5242	404.193
scal	float	8192000	0.000153469	53.3788	427.03
scal	float	16384000	0.00214934	7.6228	60.9824
scal	float	32768000	0.016038	2.04314	16.3452
scal	float	65536000	0.0136096	4.81542	38.5234
scal	double	1000	3.16e-07	3.16456	50.6329
scal	double	2000	4.639e-07	4.31127	68.9804
scal	double	4000	1.085e-06	3.68664	58.9862
scal	double	8000	2.8062e-06	2.85083	45.6133
scal	double	16000	8.17e-06	1.95838	31.3341
scal	double	32000	8.3406e-06	3.83665	61.3865
scal	double	64000	0.00382155	0.0167471	0.267954
scal	double	128000	0.00211497	0.060521	0.968336
scal	double	256000	1.4054e-05	18.2155	291.447
scal	double	512000	2.08299e-05	24.5801	393.281
scal	double	1024000	4.26011e-05	24.0369	384.591
scal	double	2048000	7.72862e-05	26.4989	423.983
scal	double	4096000	0.000167434	24.4634	391.414
scal	double	8192000	0.00619766	1.32179	21.1486
scal	double	16384000	0.00507264	3.22987	51.678
scal	double	32768000	0.0337823	0.969976	15.5196
scal	double	65536000	0.0233022	2.81244	44.999
