func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
dot	float	1000	2.616e-07	7.64526	30.581
dot	float	2000	2.818e-07	14.1945	56.7779
dot	float	4000	5.988e-07	13.3601	53.4402
dot	float	8000	1.5871e-06	10.0813	40.3251
dot	float	16000	1.20583e-05	2.65377	10.6151
dot	float	32000	9.332e-06	6.85812	27.4325
dot	float	64000	8.8808e-06	14.4131	57.6525
dot	float	128000	1.01656e-05	25.183	100.732
dot	float	256000	1.22027e-05	41.9579	167.832
dot	float	512000	1.59872e-05	64.0512	256.205
dot	float	1024000	2.88055e-05	71.0975	284.39
dot	float	2048000	4.87072e-05	84.0943	336.377
dot	float	4096000	9.59746e-05	85.3559	341.424
dot	float	8192000	0.00131442	12.4648	49.8593
dot	float	16384000	0.0126478	2.59081	10.3633
dot	float	32768000	0.0118535	5.52882	22.1153
dot	float	65536000	0.0202943	6.45855	25.8342
dot	double	1000	3.435e-07	5.82242	46.5793
dot	double	2000	6.922e-07	5.77868	46.2294
dot	double	4000	1.6399e-06	4.87835	39.0268
dot	double	8000	6.8368e-06	2.34028	18.7222
dot	double	16000	9.1707e-06	3.48937	27.915
dot	double	32000	8.5946e-06	7.44654	59.5723
dot	double	64000	9.972e-06	12.8359	102.688
dot	double	128000	1.21126e-05	21.135	169.08
dot	double	256000	1.59797e-05	32.0407	256.325
dot	double	512000	3.26298e-05	31.3824	251.059
dot	double	1024000	4.87169e-05	42.0388	336.31
dot	double	2048000	0.000186235	21.9937	175.949
dot	double	4096000	0.00354042	2.31385	18.5108
dot	double	8192000	0.00946689	1.73066	13.8453
dot	double	16384000	0.0203828	1.60763	12.861
dot	double	32768000	0.0420831	1.5573	12.4584
dot	double	65536000	0.0209333	6.26142	50.0914
