func	prec	M	N	time[sec]	perf[GFLOPS]
matvec(CRS)	float	1000	1000	0.0248099	0.00652966
matvec(CRS)	float	2000	2000	4.28307e-05	7.56467
matvec(CRS)	float	4000	4000	7.4315e-05	8.71964
matvec(CRS)	float	8000	8000	0.000134337	9.64736
matvec(CRS)	float	16000	16000	0.000256847	10.0916
matvec(CRS)	float	32000	32000	0.000507065	10.2235
matvec(CRS)	float	64000	64000	0.00100842	10.2814
matvec(CRS)	float	128000	128000	0.00198958	10.4223
matvec(CRS)	float	256000	256000	0.00388174	10.6839
matvec(CRS)	float	512000	512000	0.00763992	10.8567
matvec(CRS)	double	1000	1000	3.59247e-05	4.50943
matvec(CRS)	double	2000	2000	5.4052e-05	5.99423
matvec(CRS)	double	4000	4000	9.44008e-05	6.86435
matvec(CRS)	double	8000	8000	0.000171382	7.56205
matvec(CRS)	double	16000	16000	0.000325568	7.96147
matvec(CRS)	double	32000	32000	0.000634926	8.16473
matvec(CRS)	double	64000	64000	0.00125221	8.27974
matvec(CRS)	double	128000	128000	0.0024826	8.35252
matvec(CRS)	double	256000	256000	0.00493811	8.39835
matvec(CRS)	double	512000	512000	0.00973621	8.51912
