func	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
mscal(Dense)	float	1000	1000	0.00218813	0.457012	3.6561
mscal(Dense)	float	1500	1500	6.597e-05	34.1064	272.851
mscal(Dense)	float	2000	2000	9.83863e-05	40.6561	325.249
mscal(Dense)	float	2500	2500	0.000148696	42.0321	336.257
mscal(Dense)	float	3000	3000	0.000261797	34.3778	275.022
mscal(Dense)	float	3500	3500	0.0032195	3.80493	30.4395
mscal(Dense)	float	4000	4000	0.00554947	2.88316	23.0653
mscal(Dense)	float	4500	4500	0.00835938	2.42243	19.3794
mscal(Dense)	float	5000	5000	0.0106415	2.34928	18.7943
mscal(Dense)	float	5500	5500	0.0130555	2.31703	18.5362
mscal(Dense)	float	6000	6000	0.01557	2.31214	18.4971
mscal(Dense)	float	6500	6500	0.018484	2.28576	18.2861
mscal(Dense)	float	7000	7000	0.0188445	2.60023	20.8019
mscal(Dense)	float	7500	7500	0.024891	2.25985	18.0788
mscal(Dense)	float	8000	8000	0.0282655	2.26425	18.114
mscal(Dense)	float	8500	8500	0.0323228	2.23526	17.8821
mscal(Dense)	float	9000	9000	0.0358163	2.26154	18.0923
mscal(Dense)	float	9500	9500	0.039999	2.25631	18.0504
mscal(Dense)	float	10000	10000	0.0446362	2.24033	17.9227
mscal(Dense)	double	1000	1000	5.07073e-05	19.721	315.536
mscal(Dense)	double	1500	1500	0.000113338	19.8521	317.634
mscal(Dense)	double	2000	2000	0.000207923	19.2379	307.806
mscal(Dense)	double	2500	2500	0.00329652	1.89594	30.335
mscal(Dense)	double	3000	3000	0.00687513	1.30907	20.9451
mscal(Dense)	double	3500	3500	0.00650067	1.88442	30.1508
mscal(Dense)	double	4000	4000	0.0138672	1.1538	18.4609
mscal(Dense)	double	4500	4500	0.0175268	1.15537	18.486
mscal(Dense)	double	5000	5000	0.02184	1.14469	18.315
mscal(Dense)	double	5500	5500	0.0265609	1.13889	18.2223
mscal(Dense)	double	6000	6000	0.0320878	1.12192	17.9508
mscal(Dense)	double	6500	6500	0.0350461	1.20556	19.2889
mscal(Dense)	double	7000	7000	0.0434184	1.12855	18.0568
mscal(Dense)	double	7500	7500	0.0505488	1.11279	17.8046
mscal(Dense)	double	8000	8000	0.0560859	1.14111	18.2577
mscal(Dense)	double	8500	8500	0.0639171	1.13037	18.0859
mscal(Dense)	double	9000	9000	0.054549	1.4849	23.7584
mscal(Dense)	double	9500	9500	0.0671378	1.34425	21.508
mscal(Dense)	double	10000	10000	0.0702412	1.42367	22.7786
