func	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
matadd(CRS,CRS,CRS)	float	1000	1000	0.00146312	0.110723	0.664335
matadd(CRS,CRS,CRS)	float	2000	2000	0.00202654	0.159879	0.959272
matadd(CRS,CRS,CRS)	float	4000	4000	0.00314094	0.206308	1.23785
matadd(CRS,CRS,CRS)	float	8000	8000	0.00540818	0.239637	1.43782
matadd(CRS,CRS,CRS)	float	16000	16000	0.00899873	0.288041	1.72824
matadd(CRS,CRS,CRS)	float	32000	32000	0.0153529	0.337657	2.02594
matadd(CRS,CRS,CRS)	float	64000	64000	0.0283047	0.366299	2.1978
matadd(CRS,CRS,CRS)	float	128000	128000	0.0565854	0.366455	2.19873
matadd(CRS,CRS,CRS)	float	256000	256000	0.11208	0.37002	2.22012
matadd(CRS,CRS,CRS)	float	512000	512000	0.222844	0.372207	2.23324
matadd(CRS,CRS,CRS)	double	1000	1000	0.00130108	0.124512	1.49415
matadd(CRS,CRS,CRS)	double	2000	2000	0.00185788	0.174392	2.09271
matadd(CRS,CRS,CRS)	double	4000	4000	0.00301227	0.21512	2.58144
