func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
axpy	float	1000	3.093e-07	6.46621	38.7973
axpy	float	2000	3.663e-07	10.92	65.5201
axpy	float	4000	7.581e-07	10.5527	63.3162
axpy	float	8000	1.9825e-06	8.07062	48.4237
axpy	float	16000	1.02903e-05	3.10972	18.6583
axpy	float	32000	8.6018e-06	7.4403	44.6418
axpy	float	64000	9.5441e-06	13.4114	80.4686
axpy	float	128000	1.08433e-05	23.609	141.654
axpy	float	256000	1.33958e-05	38.2209	229.326
axpy	float	512000	1.76805e-05	57.9169	347.501
axpy	float	1024000	3.49404e-05	58.6141	351.685
axpy	float	2048000	6.08083e-05	67.3592	404.155
axpy	float	4096000	0.000116566	70.2779	421.667
axpy	float	8192000	0.00314202	5.21448	31.2869
axpy	float	16384000	0.0138659	2.3632	14.1792
axpy	float	32768000	0.0157556	4.15955	24.9573
axpy	float	65536000	0.0345098	3.7981	22.7886
axpy	double	1000	5.734e-07	3.48797	41.8556
axpy	double	2000	9.345e-07	4.28036	51.3644
axpy	double	4000	2.2198e-06	3.60393	43.2471
axpy	double	8000	8.1822e-06	1.95546	23.4656
axpy	double	16000	9.0116e-06	3.55098	42.6117
axpy	double	32000	9.5726e-06	6.68575	80.229
axpy	double	64000	1.06164e-05	12.0568	144.682
axpy	double	128000	1.33986e-05	19.1065	229.278
axpy	double	256000	1.78838e-05	28.6293	343.551
axpy	double	512000	3.37661e-05	30.3263	363.915
axpy	double	1024000	6.06637e-05	33.7599	405.119
axpy	double	2048000	0.000162387	25.2237	302.685
axpy	double	4096000	0.00522098	1.56905	18.8286
axpy	double	8192000	0.0140122	1.16927	14.0312
axpy	double	16384000	0.0176835	1.85303	22.2363
axpy	double	32768000	0.0166545	3.93503	47.2203
axpy	double	65536000	0.0735546	1.78197	21.3836
