func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
asum	float	1000	0.000497977	0.00200812	0.00803249
asum	float	2000	0.000517019	0.00386833	0.0154733
asum	float	4000	0.000503268	0.00794805	0.0317922
asum	float	8000	0.000507124	0.0157752	0.0631009
asum	float	16000	0.000519876	0.0307766	0.123106
asum	float	32000	0.000503878	0.0635074	0.25403
asum	float	64000	0.000513003	0.124756	0.499023
asum	float	128000	0.000520142	0.246086	0.984346
asum	float	256000	0.000743702	0.344224	1.3769
asum	float	512000	0.000759405	0.674212	2.69685
asum	float	1024000	0.000797979	1.28324	5.13297
asum	float	2048000	0.000822331	2.49048	9.96193
asum	float	4096000	0.000906351	4.51922	18.0769
asum	float	8192000	0.00110015	7.44628	29.7851
asum	float	16384000	0.00143185	11.4425	45.7702
asum	float	32768000	0.00212249	15.4385	61.754
asum	float	65536000	0.00371594	17.6364	70.5457
asum	double	1000	0.000690778	0.00144764	0.0115811
asum	double	2000	0.000678444	0.00294792	0.0235834
asum	double	4000	0.000708954	0.00564212	0.0451369
asum	double	8000	0.000474644	0.0168548	0.134838
asum	double	16000	0.0004758	0.0336276	0.269021
asum	double	32000	0.000473363	0.0676014	0.540811
asum	double	64000	0.000479905	0.13336	1.06688
asum	double	128000	0.000686516	0.186449	1.49159
asum	double	256000	0.000698193	0.366661	2.93329
asum	double	512000	0.000717273	0.713814	5.71051
asum	double	1024000	0.000762578	1.34281	10.7425
asum	double	2048000	0.000833783	2.45627	19.6502
asum	double	4096000	0.000988114	4.14527	33.1622
asum	double	8192000	0.00131567	6.22649	49.8119
asum	double	16384000	0.0019533	8.38786	67.1029
asum	double	32768000	0.00322278	10.1676	81.341
asum	double	65536000	0.00578934	11.3201	90.5609
