func	prec	M	N	time[sec]	perf[GFLOPS]
m_tanh(CRS)	float	1000	1000	0.000525123	0.15425
m_tanh(CRS)	float	2000	2000	0.000531308	0.304908
m_tanh(CRS)	float	4000	4000	0.000981359	0.330154
m_tanh(CRS)	float	8000	8000	0.00189289	0.342334
m_tanh(CRS)	float	16000	16000	0.00371872	0.348507
m_tanh(CRS)	float	32000	32000	0.00729113	0.3555
m_tanh(CRS)	float	64000	64000	0.0146718	0.353332
m_tanh(CRS)	float	128000	128000	0.0288578	0.359279
m_tanh(CRS)	float	256000	256000	0.0570367	0.363556
m_tanh(CRS)	float	512000	512000	0.114129	0.363379
m_tanh(CRS)	double	1000	1000	0.000436323	0.185642
m_tanh(CRS)	double	2000	2000	0.000776263	0.208692
m_tanh(CRS)	double	4000	4000	0.00148337	0.218422
m_tanh(CRS)	double	8000	8000	0.00325023	0.19937
m_tanh(CRS)	double	16000	16000	0.0056492	0.229413
m_tanh(CRS)	double	32000	32000	0.0111612	0.232232
m_tanh(CRS)	double	64000	64000	0.0221495	0.234046
m_tanh(CRS)	double	128000	128000	0.0443334	0.233864
m_tanh(CRS)	double	256000	256000	0.0883741	0.234639
m_tanh(CRS)	double	512000	512000	0.177319	0.233884
