func	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
matadd(Dense,Dense,Dense)	float	1000	1000	5.76513e-05	17.3457	208.148
matadd(Dense,Dense,Dense)	float	1500	1500	0.000119033	18.9023	226.828
matadd(Dense,Dense,Dense)	float	2000	2000	0.00181663	2.20188	26.4225
matadd(Dense,Dense,Dense)	float	2500	2500	0.00490727	1.27362	15.2835
matadd(Dense,Dense,Dense)	float	3000	3000	0.00834092	1.07902	12.9482
matadd(Dense,Dense,Dense)	float	3500	3500	0.0120985	1.01253	12.1503
matadd(Dense,Dense,Dense)	float	4000	4000	0.0163275	0.97994	11.7593
matadd(Dense,Dense,Dense)	float	4500	4500	0.0208711	0.970242	11.6429
matadd(Dense,Dense,Dense)	float	5000	5000	0.016717	1.49548	17.9458
matadd(Dense,Dense,Dense)	float	5500	5500	0.0318577	0.949536	11.3944
matadd(Dense,Dense,Dense)	float	6000	6000	0.037582	0.957904	11.4949
matadd(Dense,Dense,Dense)	float	6500	6500	0.0452218	0.934284	11.2114
matadd(Dense,Dense,Dense)	float	7000	7000	0.0492895	0.994127	11.9295
matadd(Dense,Dense,Dense)	float	7500	7500	0.0435702	1.29102	15.4923
matadd(Dense,Dense,Dense)	float	8000	8000	0.0489625	1.30712	15.6855
matadd(Dense,Dense,Dense)	float	8500	8500	0.0582687	1.23995	14.8793
matadd(Dense,Dense,Dense)	float	9000	9000	0.0807643	1.00292	12.035
matadd(Dense,Dense,Dense)	float	9500	9500	0.0890563	1.0134	12.1609
matadd(Dense,Dense,Dense)	float	10000	10000	0.0718074	1.39261	16.7114
matadd(Dense,Dense,Dense)	double	1000	1000	9.93594e-05	10.0645	241.547
matadd(Dense,Dense,Dense)	double	1500	1500	0.00274605	0.819358	19.6646
matadd(Dense,Dense,Dense)	double	2000	2000	0.00761354	0.52538	12.6091
matadd(Dense,Dense,Dense)	double	2500	2500	0.0114847	0.544203	13.0609
matadd(Dense,Dense,Dense)	double	3000	3000	0.0164944	0.54564	13.0954
matadd(Dense,Dense,Dense)	double	3500	3500	0.0256456	0.477664	11.4639
matadd(Dense,Dense,Dense)	double	4000	4000	0.0242826	0.658908	15.8138
matadd(Dense,Dense,Dense)	double	4500	4500	0.0430237	0.470671	11.2961
matadd(Dense,Dense,Dense)	double	5000	5000	0.0536543	0.465946	11.1827
matadd(Dense,Dense,Dense)	double	5500	5500	0.0650894	0.464745	11.1539
matadd(Dense,Dense,Dense)	double	6000	6000	0.0664689	0.541607	12.9986
matadd(Dense,Dense,Dense)	double	6500	6500	0.0894383	0.472393	11.3374
matadd(Dense,Dense,Dense)	double	7000	7000	0.0992358	0.493773	11.8506
matadd(Dense,Dense,Dense)	double	7500	7500	0.117045	0.480585	11.534
matadd(Dense,Dense,Dense)	double	8000	8000	0.0999412	0.640377	15.369
matadd(Dense,Dense,Dense)	double	8500	8500	0.103777	0.696202	16.7089
matadd(Dense,Dense,Dense)	double	9000	9000	0.0989574	0.818534	19.6448
matadd(Dense,Dense,Dense)	double	9500	9500	0.183245	0.49251	11.8202
matadd(Dense,Dense,Dense)	double	10000	10000	0.201411	0.496498	11.916
