func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
axpyz	float	1000	8.0406e-06	0.248738	1.49243
axpyz	float	2000	7.0731e-06	0.565523	3.39314
axpyz	float	4000	8.4196e-06	0.950164	5.70098
axpyz	float	8000	8.4219e-06	1.89981	11.3989
axpyz	float	16000	7.797e-06	4.10414	24.6249
axpyz	float	32000	7.72e-06	8.29016	49.7409
axpyz	float	64000	1.08417e-05	11.8063	70.8376
axpyz	float	128000	1.0624e-05	24.0964	144.578
axpyz	float	256000	1.29333e-05	39.5877	237.526
axpyz	float	512000	2.25089e-05	45.4931	272.959
axpyz	float	1024000	4.38569e-05	46.6973	280.184
axpyz	float	2048000	7.74597e-05	52.8791	317.275
axpyz	float	4096000	0.00262377	3.12223	18.7334
axpyz	float	8192000	0.00639427	2.56229	15.3738
axpyz	float	16384000	0.0137119	2.38974	14.3385
axpyz	float	32768000	0.0145373	4.50814	27.0488
axpyz	float	65536000	0.0716661	1.82893	10.9736
axpyz	double	1000	7.1742e-06	0.278777	3.34532
axpyz	double	2000	8.2362e-06	0.485661	5.82793
axpyz	double	4000	7.4111e-06	1.07946	12.9535
axpyz	double	8000	7.7341e-06	2.06876	24.8251
axpyz	double	16000	8.0946e-06	3.95325	47.439
axpyz	double	32000	1.50226e-05	4.26025	51.123
axpyz	double	64000	1.21666e-05	10.5206	126.247
axpyz	double	128000	1.28763e-05	19.8815	238.578
axpyz	double	256000	2.31256e-05	22.14	265.68
axpyz	double	512000	4.33402e-05	23.627	283.524
axpyz	double	1024000	8.51206e-05	24.06	288.72
axpyz	double	2048000	0.00189159	2.16538	25.9845
axpyz	double	4096000	0.00435546	1.88086	22.5703
axpyz	double	8192000	0.0208397	0.786193	9.43432
axpyz	double	16384000	0.0438403	0.747441	8.96929
axpyz	double	32768000	0.03754	1.74577	20.9492
axpyz	double	65536000	0.120937	1.0838	13.0056
